Ñù±¾id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14
sample_1562,300,,405.0,700,2:00:00,22.0,2:30:00,74.0,4:00:00,100,0:00:00,102.0,0.2,1:00:00,103.0,2:00:00,104.0,0.2,300,11:30-12:00,50.0,9.0,5.0,12:30:00,75,13:00:00,70.0,19:00-19:30,350.0,3.5,3.5,19:30-21:00,21:00:00,65,4:00:00,45.0,4:00-5:30,6:00-7:30,,800.0,0.15,400
sample_1563,300,,405.0,700,12:30:00,39.0,12:40:00,80.0,14:10:00,100,15:10:00,102.0,0.2,16:10:00,104.0,17:10:00,103.0,0.2,300,19:30-20:00,50.0,9.0,5.0,20:30:00,75,21:00:00,75.0,6:30-7:00,350.0,3.5,3.5,7:00-8:00,8:00:00,65,12:00:00,28.0,12:00-13:30,14:00-15:30,,800.0,0.15,400
sample_1564,300,,405.0,700,20:30:00,38.0,21:00:00,80.0,22:30:00,100,23:30:00,102.0,0.2,0:30:00,103.0,1:30:00,102.0,0.2,300,7:00-7:30,50.0,10.0,5.0,7:30:00,70,8:00:00,55.0,14:30-15:00,330.0,3.5,3.5,15:00-17:00,17:00:00,52,21:00:00,30.0,21:00-22:30,23:30-1:00,,800.0,0.15,400
sample_1565,300,,405.0,700,9:00:00,21.0,9:30:00,74.0,11:30:00,100,12:30:00,102.0,0.2,13:30:00,103.0,14:30:00,104.0,0.2,300,15:30-16:00,50.0,9.0,5.0,16:00:00,70,16:30:00,75.0,0:00-0:30,330.0,3.5,3.5,0:30-2:30,2:30:00,50,8:15:00,27.0,8:30-10:00,10:30-12:00,,800.0,0.15,400
sample_1566,300,,405.0,700,17:00:00,21.0,17:30:00,73.0,19:00:00,100,20:00:00,102.0,0.2,21:00:00,104.0,22:00:00,103.0,0.2,300,0:30-1:00,50.0,9.0,5.0,1:30:00,75,2:00:00,70.0,10:30-11:00,330.0,3.5,3.5,11:00-13:00,13:00:00,65,17:00:00,45.0,17:00-18:30,19:00-20:30,,800.0,0.15,400
sample_1567,300,,405.0,700,4:00:00,37.0,4:30:00,80.0,6:00:00,100,7:00:00,102.0,0.2,8:00:00,103.0,9:00:00,102.0,0.2,300,11:00-11:30,50.0,10.0,5.0,11:30:00,70,12:00:00,75.0,19:30-20:00,330.0,3.5,3.5,20:00-22:00,22:00:00,65,1:00:00,45.0,1:00-2:30,3:00-4:30,,800.0,0.15,390
sample_1568,300,,405.0,700,11:45:00,36.0,12:00:00,80.0,13:30:00,100,14:30:00,103.0,0.2,15:30:00,104.0,16:30:00,103.0,0.2,300,20:30-21:00,50.0,9.0,5.0,21:30:00,70,22:00:00,75.0,3:30-4:00,350.0,3.5,3.5,4:00-6:00,6:00:00,50,11:30:00,29.0,11:30-13:00,14:00-15:30,,800.0,0.15,400
sample_1569,300,,405.0,700,23:00:00,21.0,23:30:00,73.0,1:00:00,100,2:00:00,102.0,0.2,3:00:00,103.0,4:00:00,104.0,0.2,300,4:00-4:30,50.0,9.0,5.0,13:00:00,70,14:00:00,75.0,14:30-15:00,330.0,3.5,3.5,15£»00-17:00,17:00:00,50,22:00:00,45.0,22:00-23:30,0:30-2:00,,800.0,0.15,400
sample_1570,300,,405.0,700,1:30:00,38.0,,,3:00:00,100,4:00:00,101.0,0.2,5:00:00,103.0,6:00:00,103.0,0.2,200,6:30-7:0,50.0,10.0,5.0,7:30:00,70,7:30:00,77.0,12:00-13:00,290.0,3.5,3.5,13:00-14:00,14:00:00,65,17:00:00,45.0,19:00-20:30,21:30-23:00,,800.0,0.15,400
sample_1571,300,,405.0,700,22:00:00,35.0,,,23:30:00,100,0:30:00,102.0,0.2,1:30:00,103.0,2:30:00,105.0,0.2,200,3:00-3:30,50.0,9.0,5.0,4:00:00,70,4:30:00,78.0,7:30-8:00,300.0,3.5,3.5,8:30-10:00,10:00:00,65,13:00:00,39.0,13:30-15:00,16:00-17:00,,800.0,0.15,420
sample_1572,300,,405.0,700,4:30:00,38.0,,,6:00:00,100,7:00:00,101.0,0.2,8:00:00,103.0,9:00:00,101.0,0.2,200,9:30-10:00,50.0,10.0,5.0,10:30:00,70,11:00:00,77.0,16:00-17:00,300.0,3.5,3.5,17:00-18:00,18:00:00,65,20:30:00,45.0,23:00-0:30,1:00-2:30,,800.0,0.15,420
sample_1573,300,,405.0,700,13:00:00,34.0,,,14:30:00,100,15:30:00,102.0,0.2,16:30:00,103.0,17:30:00,105.0,0.2,200,18:00-18:30,50.0,10.0,5.0,18:30:00,70,19:00:00,77.0,1:30-2:30,290.0,3.5,3.5,2:30-3:30,3:30:00,65,6:00:00,45.0,7:35-8:35,9:00-10:00,,800.0,0.15,420
sample_1574,300,,405.0,700,10:00:00,21.0,,,11:00:00,100,12:00:00,104.0,0.2,13:00:00,106.0,14:00:00,106.0,0.2,300,14:00-14:30,50.0,9.0,5.0,15:00:00,70,15:30:00,76.0,15:30-16:30,350.0,3.5,3.5,16:30-17:30,17:30:00,68,19:00:00,48.0,19:00-20:30,20:45-22:15,,800.0,0.15,420
sample_1575,300,,405.0,700,14:00:00,22.0,,,15:00:00,100,16:00:00,106.0,0.2,17:00:00,105.0,18:00:00,106.0,0.2,300,18:00-18:30,50.0,9.0,5.0,19:00:00,71,19:30:00,74.0,19:30-20:30,350.0,3.5,3.5,20:30-21:30,21:30:00,68,23:00:00,45.0,23:00-0:30,0:50-2:20,,800.0,0.15,420
sample_1576,300,,405.0,700,18:00:00,21.0,,,19:00:00,100,20:00:00,105.0,0.2,21:00:00,107.0,22:00:00,107.0,0.2,300,22:00-22:30,50.0,9.0,5.0,23:00:00,70,23:30:00,75.0,23:30-0:30,350.0,3.5,3.5,0:30-1:30,1:30:00,69,3:30:00,46.0,3:30-4:50,5:00-6:30,,900.0,0.15,420
sample_1577,300,,405.0,700,22:00:00,20.0,,,23:00:00,100,0:00:00,105.0,0.2,1:00:00,106.0,2:00:00,107.0,0.2,300,2:00-2:30,50.0,9.0,5.0,,70,,76.0,3:30-4:30,350.0,3.5,3.5,4:30-5:30,5:30:00,68,7:20:00,45.0,7:20-8:40,9:00-10:20,,800.0,0.15,420
sample_1579,300,,405.0,700,6:00:00,20.0,,,7:00:00,100,8:00:00,105.0,0.2,9:00:00,107.0,10:00:00,107.0,0.2,300,10:00-10:30,50.0,9.0,5.0,11:05:00,70,11:35:00,75.0,11:35-12:30,350.0,3.5,3.5,12:30-13:30,13:30:00,71,15:30:00,45.0,15:30-16:50,17:10-18:30,,900.0,0.15,420
sample_158,300,,405.0,700,22:00:00,26.0,,,0:00:00,102,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,76.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,75,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1580,300,,405.0,700,10:00:00,21.0,,,11:00:00,100,12:00:00,104.0,0.2,13:00:00,105.0,14:00:00,106.0,0.2,300,14:00-14:30,50.0,9.0,5.0,15:00:00,70,15:30:00,74.0,15:30-16:30,350.0,3.5,3.5,16:30-17:30,17:30:00,70,19:30:00,45.0,19:30-20:50,21:10-22:30,,800.0,0.15,400
sample_1582,300,,405.0,700,18:00:00,21.0,,,19:00:00,100,20:00:00,105.0,0.2,21:00:00,107.0,22:00:00,106.0,0.2,300,22:00-22:30,50.0,9.0,5.0,23:00:00,70,23:30:00,74.0,23:30-0:30,350.0,3.5,3.5,0:30-1:30,1:30:00,71,3:30:00,46.0,3:30-4:50,5:10-6£»30,,800.0,0.15,400
sample_1583,300,,405.0,700,22:00:00,20.0,,,23:00:00,100,0:00:00,106.0,0.2,1:00:00,107.0,2:00:00,107.0,0.2,300,2:00-2:30,50.0,9.0,5.0,3:00:00,70,3:30:00,73.0,3:30-4:30,350.0,3.5,3.5,4:30-5:30,5:30:00,69,7:30:00,45.0,7:30-8:50,9:10-10:30,,800.0,0.15,420
sample_1585,300,,405.0,700,6:00:00,21.0,,,7:00:00,100,8:00:00,104.0,0.2,9:00:00,106.0,10:00:00,105.0,0.2,300,10:00-10:30,50.0,9.0,5.0,11:00:00,70,11:30:00,75.0,11:30-12:30,350.0,3.5,3.5,12:30-13:30,13:30:00,71,15:30:00,45.0,15:30-16:50,17:10-18:30,,900.0,0.15,420
sample_1586,300,,405.0,700,10:00:00,21.0,,,11:00:00,100,12:00:00,105.0,0.2,13:00:00,106.0,14:00:00,107.0,0.2,300,14:00-14:30,50.0,9.0,5.0,15:00:00,70,15:30:00,77.0,15:30-16:30,350.0,3.5,3.5,16:30-17:30,17:30:00,71,19:30:00,46.0,19:30-20:30,21:10-22:30,,800.0,0.15,400
sample_1587,300,,405.0,700,14:00:00,21.0,,,15:00:00,100,16:00:00,106.0,0.2,17:00:00,105.0,18:00:00,107.0,0.2,300,18:00-18:30,50.0,9.0,5.0,19:00:00,70,19:30:00,74.0,19:30-20:30,350.0,3.5,3.5,20:30-21:30,21:30:00,70,23:30:00,45.0,23:30-0:50,1:10-2:30,,800.0,0.15,400
sample_1589,300,,405.0,700,22:00:00,20.0,,,23:00:00,100,0:00:00,105.0,0.2,1:00:00,106.0,2:00:00,107.0,0.2,300,2:00-2:30,50.0,9.0,5.0,3:00:00,70,3:30:00,76.0,3:30-4:30,350.0,3.5,3.5,4:30-5:30,5:30:00,70,7:30:00,45.0,7:30-8:50,9:10-10:30,,800.0,0.15,400
sample_159,300,,405.0,700,22:00:00,30.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,76.0,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1590,300,,405.0,700,2:00:00,19.0,,,3:00:00,100,4:00:00,104.0,0.2,5:00:00,106.0,6:00:00,106.0,0.2,300,6:00-6:30,50.0,9.0,5.0,7:00:00,70,7:30:00,75.0,7:30-8:00,350.0,3.5,3.5,8:30-9:30,9:30:00,69,11:30:00,45.0,11:30-12:50,13:10-14:30,,800.0,0.15,420
sample_1591,300,,405.0,700,6:00:00,19.0,,,7:00:00,100,8:00:00,103.0,0.2,9:00:00,105.0,10:00:00,106.0,0.2,300,10:00-10:30,50.0,9.0,5.0,11:00:00,70,11:30:00,74.0,11:30-12:30,350.0,3.5,3.5,12:30-13:30,13:30:00,68,15:30:00,45.0,15:30-16:50,17:10-18:30,,800.0,0.15,400
sample_1593,300,,405.0,700,14:00:00,20.0,,,15:00:00,100,16:00:00,104.0,0.2,17:00:00,105.0,18:00:00,106.0,0.2,300,18:00-18:30,50.0,9.0,5.0,19:00:00,70,19:30:00,74.0,19:30-20:30,350.0,3.5,3.5,20:30-21:30,21:30:00,68,23:30:00,45.0,23:30-0:50,1:10-2:30,,800.0,0.15,420
sample_1594,300,,405.0,700,18:00:00,20.0,,,19:00:00,100,20:00:00,106.0,0.2,21:00:00,106.0,22:00:00,107.0,0.2,300,22:00-22:30,50.0,9.0,5.0,23:00:00,70,23:30:00,74.0,23:30-0:30,350.0,3.5,3.5,0:30-1:30,1:30:00,69,3:30:00,45.0,3:30-4:50,5:10-6:30,,900.0,0.15,420
sample_1595,300,,405.0,700,5:00:00,34.0,,,6:30:00,100,7:30:00,102.0,0.2,8:30:00,103.0,9:30:00,105.0,0.2,200,10:00-10:30,50.0,9.0,5.0,11:00:00,70,11:30:00,78.0,11:00-18:00,290.0,3.5,3.5,18:00-19:00,19:00:00,65,22:00:00,45.0,0:00-1:30,2:30-4:00,,800.0,0.15,400
sample_1597,300,,405.0,700,1:00:00,39.0,,,2:30:00,100,3:30:00,103.0,0.2,4:30:00,102.0,5:30:00,105.0,0.2,200,6:00-6:30,40.0,10.0,5.0,7:00:00,70,7:30:00,77.0,13:00-14:00,300.0,3.5,3.5,14:00-15:30,15:30:00,60,19:00:00,37.0,19:00-20:30,21:00-22:30,,800.0,0.15,420
sample_1598,200,,270.0,470,10:00:00,35.0,,,11:30:00,100,12:30:00,102.0,0.2,13:30:00,102.0,14:30:00,104.0,0.2,200,15:00-15:30,50.0,10.0,5.0,16:00:00,70,16:30:00,77.0,21:30-22:30,290.0,3.5,3.5,22:30-23:30,23:30:00,65,2:00:00,45.0,3:30-5:00,6:00-7:30,,800.0,0.15,420
sample_1599,200,,270.0,470,15:00:00,34.0,,,16:30:00,100,17:30:00,102.0,0.2,18:30:00,104.0,19:30:00,105.0,0.2,200,20:00-20:30,50.0,9.0,5.0,21:00:00,70,21:30:00,78.0,6:30-7:30,290.0,3.5,3.5,7:30-8:30,8:30:00,65,11:00:00,45.0,11:30-12:30,13:00-14:00,,800.0,0.15,400
sample_16,300,,405.0,700,7:00:00,24.0,,,8:00:00,100,9:00:00,102.0,0.2,10:00:00,103.0,11:00:00,104.0,0.2,300,16:00-16:30,40.0,9.0,5.0,16:30:00,70,17:00:00,78.0,23:00-0:30,310.0,3.5,3.5,0:30-2:00,2:00:00,65,8:00:00,40.0,8:00-9:30,10:00-11:30,,800.0,0.15,420
sample_161,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73.0,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,75,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1610,300,,405.0,700,8:00:00,25.0,,,9:30:00,100,10:30:00,101.0,0.2,11:30:00,104.0,12:30:00,104.0,0.2,300,13:00-13:30,50.0,10.0,5.0,14:00:00,70,14:30:00,78.0,15:30-16:30,360.0,3.5,3.5,16:30-18:00,18:00:00,65,20:00:00,45.0,20:00-22:00,23:00-1:00,,800.0,0.15,400
sample_1611,300,,405.0,700,14:00:00,26.0,,,15:30:00,100,16:30:00,101.0,0.2,17:30:00,102.0,18:30:00,102.0,0.2,300,19:00-19:30,50.0,9.0,5.0,20:00:00,70,20:30:00,78.0,3:00-4:00,360.0,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45.0,8:00-9:30,9:30-11:00,,800.0,0.15,400
sample_1612,300,,405.0,700,0:00:00,21.0,,,1:30:00,100,2:30:00,102.0,0.2,3:30:00,104.0,4:30:00,105.0,0.2,300,5:00-5:30,50.0,9.0,5.0,6:00:00,70,6:30:00,78.0,15:00-16:00,370.0,3.5,3.5,16:00-17:00,17:00:00,65,19:00:00,45.0,19:30-21:00,22:00-23:30,,800.0,0.15,400
sample_1613,300,,405.0,700,11:00:00,33.0,,,12:30:00,100,13:30:00,101.0,0.2,14:30:00,103.0,15:30:00,105.0,0.2,300,16:00-17:30,50.0,9.0,5.0,18:00:00,70,18:30:00,78.0,22:00-23:00,360.0,3.5,3.5,23:00-0:30,0:30:00,65,4:00:00,50.0,4:00-5:30,6:00-7:30,,800.0,0.15,400
sample_1614,300,,405.0,700,22:30:00,25.0,,,0:00:00,100,1:00:00,101.0,0.2,2:00:00,102.0,3:00:00,102.0,0.2,300,3:30-4:00,50.0,9.0,10.0,4:30:00,70,5:00:00,78.0,5:30-6:30,360.0,3.5,3.5,6:30-8:00,8:00:00,65,10:00:00,45.0,15:00-16:30,17:00-18:00,,800.0,0.15,420
sample_1615,300,,405.0,700,5:00:00,24.0,,,6:30:00,100,7:30:00,101.0,0.2,8:30:00,103.0,9:30:00,104.0,0.2,300,10:00-10:30,50.0,9.0,5.0,11:00:00,70,11:30:00,78.0,17:30-18:30,340.0,3.5,3.5,18:30-19:30,19:30:00,65,21:30:00,45.0,23:00-0:30,0:30-2:00,,800.0,0.15,400
sample_1620,300,,405.0,700,0:00:00,21.0,,,1:30:00,100,2:30:00,102.0,0.2,3:30:00,104.0,4:30:00,105.0,0.2,300,5:00-5:30,50.0,9.0,5.0,7:00:00,70,7:30:00,78.0,16:00-17:00,340.0,3.5,3.5,17:00-18:30,18:30:00,65,20:30:00,45.0,20:30-22:00,22:00-23:00,,800.0,0.15,420
sample_1622,300,,405.0,700,1:00:00,24.0,,,2:30:00,100,3:30:00,101.0,0.2,4:30:00,102.0,5:30:00,102.0,0.2,300,6:00-6:30,50.0,10.0,5.0,7:00:00,70,7:30:00,78.0,10:30-11:30,300.0,3.5,3.5,11:30-12:30,12:30:00,65,15:00:00,45.0,16:00-17:30,18:00-19:30,,800.0,0.15,420
sample_1623,300,,405.0,700,6:30:00,26.0,,,8:00:00,100,9:00:00,102.0,0.2,10:00:00,103.0,11:00:00,105.0,0.2,300,11:30-12:00,50.0,9.0,5.0,12:30:00,70,13:00:00,78.0,18:00-19:00,340.0,3.5,3.5,19:00-20:00,20:00:00,65,0:00:00,45.0,2:30-4:00,4:30-6:00,,800.0,0.15,420
sample_1624,300,,405.0,700,16:30:00,21.0,,,18:00:00,100,19:00:00,102.0,0.2,20:00:00,104.0,21:00:00,105.0,0.2,300,21:30-22:30,50.0,9.0,5.0,23:00:00,70,23:30:00,78.0,5:00-6:00,340.0,3.5,3.5,6:00-7:30,7:30:00,65,10:30:00,50.0,14:00-15:30,16:00-17:00,,800.0,0.15,420
sample_1625,300,,405.0,700,1:00:00,27.0,,,2:30:00,100,3:30:00,101.0,0.2,4:30:00,103.0,5:30:00,105.0,0.2,300,6:00-6:30,50.0,9.0,5.0,7:00:00,70,7:30:00,80.0,16:00-17:00,340.0,3.5,3.5,17:00-18:00,18:00:00,65,20:00:00,50.0,20:00-22:00,23:00-1:00,,800.0,0.15,400
sample_1627,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1629,300,,405.0,700,6:00:00,29.0,,,8:00:00,101,9:00:00,104.0,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,72.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18::30-20:00,20:00-21:00,1200.0,0.15,400
sample_163,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103.0,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,75.0,13:00-14:00,1200.0,0.15,3.5,14:00-15:00,15:00:00,79,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1631,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1632,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103.0,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1633,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,72.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,79,0:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1634,300,,405.0,700,22:00:00,30.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,106.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,79,5:00:00,72.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1635,300,,405.0,700,6:00:00,29.0,,,8:00:00,103,9:00:00,104.0,0.2,10:00:00,105.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,73.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1636,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1637,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1639,300,,405.0,700,14:00:00,30.0,,,16:00:00,101,17:00:00,103.0,0.2,18:00:00,105.0,19:00:00,107.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_164,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,78,21:00:00,73.0,21:00-22:00,1200.0,0.15,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1641,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103.0,0.2,10:00:00,103.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1642,300,,405.0,700,14:00:00,29.0,,,16:00:00,101,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,79,21:00:00,72.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,78,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1644,300,,405.0,700,6:00:00,30.0,,,8:00:00,100,9:00:00,101.0,0.2,10:00:00,103.0,11:00:00,104.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,73.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1646,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,80,5:00:00,73.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1647,300,,405.0,700,6:00:00,29.0,,,8:00:00,100,9:00:00,103.0,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,79,13:00:00,72.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,79,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1648,300,,405.0,700,14:00:00,30.0,,,16:00:00,100,17:00:00,103.0,0.2,18:00:00,105.0,19:00:00,106.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,79,21:00:00,73.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1649,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,8.0,5.0,4:00:00,79,5:00:00,72.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_165,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,9.0,5.0,4:00:00,78,5:00:00,73.0,5:00-6:00,1200.0,0.15,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1652,300,,405.0,700,22:00:00,30.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,105.0,3:00:00,106.0,0.2,200,3:00-4:00,50.0,8.0,5.0,4:00:00,79,5:00:00,72.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1653,300,,405.0,700,6:00:00,29.0,,,8:00:00,100,9:00:00,102.0,0.2,10:00:00,103.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,78,13:00:00,73.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
sample_1654,300,,405.0,700,14:00:00,29.0,,,16:00:00,102,17:00:00,103.0,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,19:00-20:00,50.0,9.0,5.0,20:00:00,80,21:00:00,73.0,21:00-22:00,320.0,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45.0,1:00-2:30,2:30-4:00,4:00-5:00,1200.0,0.15,400
sample_1655,300,,405.0,700,22:00:00,29.0,,,0:00:00,101,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,8.0,5.0,4:00:00,80,5:00:00,73.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1658,300,,405.0,700,22:00:00,29.0,,,0:00:00,102,1:00:00,103.0,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,3:00-4:00,50.0,8.0,5.0,4:00:00,78,5:00:00,73.0,5:00-6:00,320.0,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45.0,9:00-10:30,10:30-12:00,12:00-13:00,1200.0,0.15,420
sample_1659,300,,405.0,700,6:00:00,29.0,,,8:00:00,102,9:00:00,103.0,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,11:00-12:00,50.0,9.0,5.0,12:00:00,80,13:00:00,73.0,13:00-14:00,320.0,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45.0,17:00-18:30,18:30-20:00,20:00-21:00,1200.0,0.15,400
